"module_id","repo","provider","downloads","passed","failed","check_id","check_name","resource","file"
"terraform-google-modules/project-factory/google/18.3.0","terraform-google-modules/terraform-google-project-factory","google","73914860","75","7","CKV_GCP_117","Ensure basic roles are not used at project level.","module.project-factory.google_project_iam_member.gsuite_group_role","\modules\core_project_factory\main.tf"
"terraform-google-modules/project-factory/google/18.3.0","terraform-google-modules/terraform-google-project-factory","google","73914860","75","7","CKV_GCP_49","Ensure roles do not impersonate or manage Service Accounts used at project level","module.project-factory.google_project_iam_member.gsuite_group_role","\modules\core_project_factory\main.tf"
"terraform-google-modules/project-factory/google/18.3.0","terraform-google-modules/terraform-google-project-factory","google","73914860","75","7","CKV_GCP_62","Bucket should log access","module.project-factory.google_storage_bucket.project_bucket","\modules\core_project_factory\main.tf"
"terraform-google-modules/project-factory/google/18.3.0","terraform-google-modules/terraform-google-project-factory","google","73914860","75","7","CKV_GCP_78","Ensure Cloud storage has versioning enabled","module.project-factory.google_storage_bucket.project_bucket","\modules\core_project_factory\main.tf"
"terraform-google-modules/project-factory/google/18.3.0","terraform-google-modules/terraform-google-project-factory","google","73914860","75","7","CKV_GCP_114","Ensure public access prevention is enforced on Cloud Storage bucket","module.project-factory.google_storage_bucket.project_bucket","\modules\core_project_factory\main.tf"
"terraform-google-modules/project-factory/google/18.3.0","terraform-google-modules/terraform-google-project-factory","google","73914860","75","7","CKV2_GCP_5","Ensure that Cloud Audit Logging is configured properly across all services and all users from a project","module.project-factory.google_project.main","\modules\core_project_factory\main.tf"
"terraform-google-modules/project-factory/google/18.3.0","terraform-google-modules/terraform-google-project-factory","google","73914860","75","7","CKV2_GCP_5","Ensure that Cloud Audit Logging is configured properly across all services and all users from a project","google_project.project","\modules\fabric-project\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_61","Enable VPC Flow Logs and Intranode Visibility","google_container_cluster.primary","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.primary","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.primary","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_12","Ensure Network Policy is enabled on Kubernetes Engine Clusters","google_container_cluster.primary","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_25","Ensure Kubernetes Cluster is created with Private cluster enabled","google_container_cluster.primary","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_64","Ensure clusters are created with Private Nodes","google_container_cluster.primary","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.pools[""default-node-pool""]","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.pools[""default-node-pool""]","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_22","Ensure Container-Optimized OS (cos) is used for Kubernetes Engine Clusters Node image","google_container_node_pool.pools[""default-node-pool""]","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_72","Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled","google_container_node_pool.windows_pools","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.windows_pools","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.windows_pools","\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_61","Enable VPC Flow Logs and Intranode Visibility","google_container_cluster.primary","\modules\beta-autopilot-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.primary","\modules\beta-autopilot-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.primary","\modules\beta-autopilot-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_12","Ensure Network Policy is enabled on Kubernetes Engine Clusters","google_container_cluster.primary","\modules\beta-autopilot-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_61","Enable VPC Flow Logs and Intranode Visibility","google_container_cluster.primary","\modules\beta-autopilot-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.primary","\modules\beta-autopilot-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.primary","\modules\beta-autopilot-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_12","Ensure Network Policy is enabled on Kubernetes Engine Clusters","google_container_cluster.primary","\modules\beta-autopilot-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_25","Ensure Kubernetes Cluster is created with Private cluster enabled","google_container_cluster.primary","\modules\beta-autopilot-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_64","Ensure clusters are created with Private Nodes","google_container_cluster.primary","\modules\beta-autopilot-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","module.gke.google_container_cluster.primary","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","module.gke.google_container_cluster.primary","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_72","Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.pools","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","module.gke.google_container_node_pool.pools","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.pools","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_72","Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.windows_pools","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","module.gke.google_container_node_pool.windows_pools","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.windows_pools","\modules\beta-private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","module.gke.google_container_cluster.primary","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","module.gke.google_container_cluster.primary","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_72","Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.pools","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","module.gke.google_container_node_pool.pools","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.pools","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_72","Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.windows_pools","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","module.gke.google_container_node_pool.windows_pools","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","module.gke.google_container_node_pool.windows_pools","\modules\beta-private-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_61","Enable VPC Flow Logs and Intranode Visibility","google_container_cluster.primary","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.primary","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.primary","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_12","Ensure Network Policy is enabled on Kubernetes Engine Clusters","google_container_cluster.primary","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_25","Ensure Kubernetes Cluster is created with Private cluster enabled","google_container_cluster.primary","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_64","Ensure clusters are created with Private Nodes","google_container_cluster.primary","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.pools[""default-node-pool""]","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.pools[""default-node-pool""]","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_22","Ensure Container-Optimized OS (cos) is used for Kubernetes Engine Clusters Node image","google_container_node_pool.pools[""default-node-pool""]","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_72","Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled","google_container_node_pool.windows_pools","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.windows_pools","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.windows_pools","\modules\beta-public-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_61","Enable VPC Flow Logs and Intranode Visibility","google_container_cluster.primary","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.primary","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.primary","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_12","Ensure Network Policy is enabled on Kubernetes Engine Clusters","google_container_cluster.primary","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_25","Ensure Kubernetes Cluster is created with Private cluster enabled","google_container_cluster.primary","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_64","Ensure clusters are created with Private Nodes","google_container_cluster.primary","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.pools[""default-node-pool""]","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.pools[""default-node-pool""]","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_22","Ensure Container-Optimized OS (cos) is used for Kubernetes Engine Clusters Node image","google_container_node_pool.pools[""default-node-pool""]","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_72","Ensure Integrity Monitoring for Shielded GKE Nodes is Enabled","google_container_node_pool.windows_pools","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.windows_pools","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.windows_pools","\modules\beta-public-cluster\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_82","Ensure KMS keys are protected from deletion","google_kms_crypto_key.crypto-key","\modules\binary-authorization\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_TF_1","Ensure Terraform module sources use a commit hash","project-services","\modules\binary-authorization\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_66","Ensure use of Binary Authorization","google_container_cluster.main","\modules\gke-autopilot-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_13","Ensure client certificate authentication to Kubernetes Engine Clusters is disabled","google_container_cluster.main","\modules\gke-autopilot-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_61","Enable VPC Flow Logs and Intranode Visibility","google_container_cluster.main","\modules\gke-autopilot-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.main","\modules\gke-autopilot-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.main","\modules\gke-autopilot-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_12","Ensure Network Policy is enabled on Kubernetes Engine Clusters","google_container_cluster.main","\modules\gke-autopilot-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.main","\modules\gke-node-pool\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.main","\modules\gke-node-pool\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_66","Ensure use of Binary Authorization","google_container_cluster.main","\modules\gke-standard-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_13","Ensure client certificate authentication to Kubernetes Engine Clusters is disabled","google_container_cluster.main","\modules\gke-standard-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.main","\modules\gke-standard-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.main","\modules\gke-standard-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_cluster.main","\modules\gke-standard-cluster\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_TF_1","Ensure Terraform module sources use a commit hash","gke_hub_registration","\modules\hub-legacy\main.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_61","Enable VPC Flow Logs and Intranode Visibility","google_container_cluster.primary","\modules\private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_21","Ensure Kubernetes Clusters are configured with Labels","google_container_cluster.primary","\modules\private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_cluster.primary","\modules\private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_12","Ensure Network Policy is enabled on Kubernetes Engine Clusters","google_container_cluster.primary","\modules\private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_69","Ensure the GKE Metadata Server is Enabled","google_container_node_pool.pools[""default-node-pool""]","\modules\private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_68","Ensure Secure Boot for Shielded GKE Nodes is Enabled","google_container_node_pool.pools[""default-node-pool""]","\modules\private-cluster-update-variant\cluster.tf"
"terraform-google-modules/kubernetes-engine/google/44.3.0","terraform-google-modules/terraform-google-kubernetes-engine","google","58770452","640","101","CKV_GCP_22","Ensure Container-Optimized OS (cos) is used for Kubernetes Engine Clusters Node image","google_container_node_pool.pools[""default-node-pool""]","\modules\private-cluster-update-variant\cluster.tf"
