snapshot_date,id,namespace,name,provider,downloads,verified,source,published_at,latest_version,description
2026-07-13,Azure/module-test-jenkins/azurerm/0.1.1,Azure,module-test-jenkins,azurerm,6724,False,https://github.com/Azure/terraform-azurerm-module-test-jenkins,2018-01-04T03:47:40.516378Z,0.1.1,The test infrastructure (Jenkins on Azure VM) to be provisioned for Terraform module testing purpose.
2026-07-13,andrewCluey/private-endpoint/azurerm/2.0.4,andrewCluey,private-endpoint,azurerm,6674,False,https://github.com/andrewCluey/terraform-azurerm-private-endpoint,2021-03-03T22:51:24.217716Z,2.0.4,Create a Private Endpoint for an Azure Resource.
2026-07-13,JamesDLD/Az-Vm/azurerm/0.3.1,JamesDLD,Az-Vm,azurerm,6617,False,https://github.com/JamesDLD/terraform-azurerm-Az-Vm,2022-11-13T14:04:33.085021Z,0.3.1,"Terraform module that manages Azure virtual machines, disks, network interfaces, extension, etc ..."
2026-07-13,aztfm/application-gateway/azurerm/2.1.0,aztfm,application-gateway,azurerm,6600,False,https://github.com/aztfm/terraform-azurerm-application-gateway,2024-09-29T08:24:38.627458Z,2.1.0,
2026-07-13,avinor/virtual-network-hub/azurerm/3.3.0,avinor,virtual-network-hub,azurerm,6532,False,https://github.com/avinor/terraform-azurerm-virtual-network-hub,2024-04-09T10:15:55.464314Z,3.3.0,A Terraform module to create a hub virtual network according to Microsoft Best Practice of deploying Hub-Spoke
2026-07-13,aztfmod/caf-domain/azurerm/0.1.0,aztfmod,caf-domain,azurerm,6519,True,https://github.com/aztfmod/terraform-azurerm-caf-domain,2020-06-23T01:06:16.09041Z,0.1.0,Azure domain module for Cloud Adoption Framework for Azure landing zones
2026-07-13,adamrushuk/aks/azurerm/1.1.0,adamrushuk,aks,azurerm,6519,False,https://github.com/adamrushuk/terraform-azurerm-aks,2022-06-03T09:51:18.685895Z,1.1.0,Azure Kubernetes Service (AKS) Terraform module
2026-07-13,aztfmod/caf-route-table/azurerm/0.4.1,aztfmod,caf-route-table,azurerm,6494,True,https://github.com/aztfmod/terraform-azurerm-caf-route-table,2020-08-06T02:58:21.865956Z,0.4.1,Azure route table module for Cloud Adoption Framework for Azure landing zones
2026-07-13,hajowieland/k8s/azurerm/1.2.1,hajowieland,k8s,azurerm,6437,False,https://github.com/hajowieland/terraform-azurerm-k8s,2019-08-13T08:15:28.71437Z,1.2.1,"Terraform module for creating a Kubernetes cluster on Microsoft Azure with latest available version, kubeconfig file creation and addititonal node pool."
2026-07-13,academydistrict20/web-app-container/azurerm/2.6.0,academydistrict20,web-app-container,azurerm,6406,False,https://github.com/academydistrict20/terraform-azurerm-web-app-container,2019-11-14T19:46:31.771179Z,2.6.0,Create Web App for Containers (Azure App Service).
2026-07-13,kumarvna/caf-virtual-network-hub/azurerm/2.2.0,kumarvna,caf-virtual-network-hub,azurerm,6306,False,https://github.com/kumarvna/terraform-azurerm-caf-virtual-network-hub,2022-10-28T14:59:57.495909Z,2.2.0,Terraform module to create a Azure Virtual Network module using Cloud Adoption Framework for Azure landing zones
2026-07-13,booyaa/postgresql-read-replica/azurerm/0.2.1,booyaa,postgresql-read-replica,azurerm,6305,False,https://github.com/booyaa/terraform-azurerm-postgresql-read-replica,2020-04-26T14:41:00.044393Z,0.2.1,A module for creating Azure Database for PostgreSQL Read Replicas
2026-07-13,claranet/function-app-with-plan/azurerm/4.2.1,claranet,function-app-with-plan,azurerm,6257,False,https://github.com/claranet/terraform-azurerm-function-app-with-plan,2023-03-01T10:23:01.009972Z,4.2.1,[Deprecated] Terraform module for Azure Function App V2 with App Service Plan
2026-07-13,adfinis-forks/network-security-group/azurerm/2.0.0,adfinis-forks,network-security-group,azurerm,6212,False,https://github.com/adfinis-forks/terraform-azurerm-network-security-group,2019-04-16T12:03:40.135856Z,2.0.0,Terraform module to create a network security group and assign it to the specified subnet
