repo,tag,sha
terraform-aws-modules/terraform-aws-vpc,v6.0.0,81e04e9613c1b9546f94739e7d090e6157ee86d2
terraform-aws-modules/terraform-aws-vpc,v5.21.0,7c1f791efd61f326ed6102d564d1a65d1eceedf0
terraform-aws-modules/terraform-aws-vpc,v5.20.0,52de29609a7d978ed197338d5a67b35629b0492b
terraform-aws-modules/terraform-aws-vpc,v5.19.0,961c9b51e3ed3959d9419f019e7085c087bf7297
terraform-aws-modules/terraform-aws-vpc,v5.18.1,1d991e4fe2668e756177c8f39aecdd573aa380ab
terraform-aws-modules/terraform-aws-vpc,v5.18.0,8d6eba20521e29456a0991c2f31ff2a0ff52fe66
terraform-aws-modules/terraform-aws-vpc,v5.17.0,573f574c922782bc658f05523d0c902a4792b0a8
terraform-aws-modules/terraform-aws-vpc,v5.16.0,9ffd9c66f3d7eb4b5bc2d7bc7d049f794b127693
terraform-aws-modules/terraform-aws-vpc,v5.15.0,caffe1979732bd2771d2c240e6ee7c63dc3f308d
terraform-aws-modules/terraform-aws-vpc,v5.14.0,12caf8056992a6e327c584475f1522d05e77284d
terraform-aws-modules/terraform-aws-vpc,v5.13.0,e226cc15a7b8f62fd0e108792fea66fa85bcb4b9
terraform-aws-modules/terraform-aws-vpc,v5.12.1,652598fd6eb64b405e8535e807cb2f239a6da924
terraform-aws-modules/terraform-aws-vpc,v5.12.0,fb9beb39a93effe4a6bbd35926ea1609f169e5d1
terraform-aws-modules/terraform-aws-vpc,v5.11.0,623b3e418e2fd105bc2c93d50b6121e37247f5e8
terraform-aws-modules/terraform-aws-vpc,v5.10.0,545f4d587fa0a195c371e777e357e3fe051db775
terraform-aws-modules/terraform-aws-vpc,v5.9.0,2e417ad0ce830893127476436179ef483485ae84
terraform-aws-modules/terraform-aws-vpc,v5.8.1,25322b6b6be69db6cca7f167d7b0e5327156a595
terraform-aws-modules/terraform-aws-vpc,v5.8.0,e491354b0cf1201323a4a0c6c567759512c50fdb
terraform-aws-modules/terraform-aws-vpc,v5.7.2,15423e76e242bb75463db8d44febb4252a1abb1c
terraform-aws-modules/terraform-aws-vpc,v5.7.1,c182453f881ae77afd14c826dc8e23498b957907
terraform-aws-modules/terraform-aws-vpc,v5.7.0,47e101dc71818902de9bf8967c22fdbb42cd540d
terraform-aws-modules/terraform-aws-vpc,v5.6.0,878b5d2e5a94f94819dcf93424c0d3c026144de8
terraform-aws-modules/terraform-aws-vpc,v5.5.3,3e793b424af55cca62b1158eb02fd662cc7e4ca1
terraform-aws-modules/terraform-aws-vpc,v5.5.2,f7f84f70ad6db36e4eae0273bf08ed2ffd0a69c4
terraform-aws-modules/terraform-aws-vpc,v5.5.1,7666869d9ca7ff658f5bd10a29dea53bde5dc464
terraform-aws-modules/terraform-aws-vpc,v5.5.0,e4768508a17f79337f9f1e48ebf47ee885b98c1f
terraform-aws-modules/terraform-aws-vpc,v5.4.0,acadfc42ba1ec23404eec03b69603a2cc52679b1
terraform-aws-modules/terraform-aws-vpc,v5.3.0,68105dc05c9ca7c67d66adba21ca567af6d6e706
terraform-aws-modules/terraform-aws-vpc,v5.2.0,c467edb180c38f493b0e9c6fdc22998a97dfde89
terraform-aws-modules/terraform-aws-vpc,v5.1.2,bf9a89bf447a9c866dc0d30486aec5a24dbe2631
terraform-aws-modules/terraform-aws-vpc,v5.1.1,fbd4ff646b4caaa6fcc1fb71bc88d377cc8b3b48
terraform-aws-modules/terraform-aws-vpc,v5.1.0,b588428cf7026e378c6438fc9b8a6e7d960c040b
terraform-aws-modules/terraform-aws-vpc,v5.0.0,26c38a66f12e7c6c93b6a2ba127ad68981a48671
terraform-aws-modules/terraform-aws-vpc,v4.0.2,faa7ad9cd9a9ec98c4e2dfc1e5b370b4558cd23b
terraform-aws-modules/terraform-aws-vpc,v4.0.1,60516929e7330f7929cb5c55c6e43fa2427803a8
terraform-aws-modules/terraform-aws-vpc,v4.0.0,57323d9cfcdff7f14dc2fae8175157a5444a6623
terraform-aws-modules/terraform-aws-vpc,v3.19.0,90ef90a311c547dd05054a81d2de592885ba9996
terraform-aws-modules/terraform-aws-vpc,v3.18.1,aa61bc4346e1c430df8ec163ae9799d57df4af20
terraform-aws-modules/terraform-aws-vpc,v3.18.0,6a3a9bde634e2147205273337b1c22e4d94ad6ff
terraform-aws-modules/terraform-aws-vpc,v3.17.0,66d018c58837ec1bc2abe9045edf09534e64cc72
terraform-aws-modules/terraform-aws-vpc,v3.16.1,386de73a9f9d43adb9119b3facb9b8bcd8b6231d
terraform-aws-modules/terraform-aws-vpc,v3.16.0,5939699c72827536971550db3eea8adad52d83b0
